year,week_num,property_type,country,city,capacity,pets_allowed,property_id,booked_through,booking_id
2019,30,apartment,SPAIN,Barcelona,6,no,240,3rd Party,B-14388
2019,6,apartment,BELGIUM,Brussels,4,no,624,3rd Party,B-14389
2019,30,apartment,FRANCE,Paris,7,no,241,3rd Party,B-14390
2020,33,condo,SPAIN,Barcelona,5,yes,146,3rd Party,B-14391
2020,33,apartment,ITALY,Naples,7,yes,145,3rd Party,B-14392
2020,33,condo,BELGIUM,Brussels,6,no,680,3rd Party,B-14393
2019,30,house,BELGIUM,Brussels,6,no,82,3rd Party,B-14394
2020,32,apartment,SPAIN,Madrid,9,no,885,3rd Party,B-14395
2020,33,house,SPAIN,Madrid,8,yes,670,3rd Party,B-14396
2020,33,apartment,ITALY,Rome,6,yes,669,Direct,B-14397
2020,33,house,ITALY,Rome,5,yes,120,3rd Party,B-14398
2020,33,apartment,SPAIN,Madrid,8,yes,668,3rd Party,B-14399
2020,33,house,SPAIN,Barcelona,6,yes,462,3rd Party,B-14400
2020,33,condo,ITALY,Rome,9,no,463,3rd Party,B-14401
2020,33,condo,BELGIUM,Brussels,8,no,464,3rd Party,B-14402
2019,29,condo,ITALY,Rome,5,yes,956,3rd Party,B-14403
2020,32,condo,SPAIN,Madrid,7,no,906,3rd Party,B-14404
2019,6,apartment,ITALY,Rome,9,yes,855,3rd Party,B-14405
2020,33,house,SPAIN,Barcelona,9,yes,664,3rd Party,B-14406
2020,33,condo,BELGIUM,Brussels,9,yes,465,3rd Party,B-14407
2019,30,house,SPAIN,Madrid,9,yes,360,3rd Party,B-14408
2020,33,house,SPAIN,Barcelona,7,yes,659,3rd Party,B-14409
2020,33,house,FRANCE,Paris,9,yes,658,3rd Party,B-14410
2019,30,condo,ITALY,Rome,5,yes,254,3rd Party,B-14411
2020,33,house,SPAIN,Barcelona,8,yes,466,3rd Party,B-14412
2019,29,apartment,FRANCE,Paris,9,no,962,3rd Party,B-14413
2020,33,apartment,ITALY,Milan,9,yes,467,3rd Party,B-14414
2020,33,condo,BELGIUM,Brussels,9,no,468,3rd Party,B-14415
2020,33,condo,SPAIN,Madrid,6,no,117,3rd Party,B-14416
2019,6,apartment,BELGIUM,Brussels,7,no,594,3rd Party,B-14417
2020,33,condo,FRANCE,Nice,6,no,652,3rd Party,B-14418
2020,33,apartment,FRANCE,Paris,9,yes,470,Direct,B-14419
2019,38,condo,BELGIUM,Brussels,9,no,468,3rd Party,B-14420
2020,32,apartment,SPAIN,Madrid,6,yes,913,Direct,B-14421
2019,30,apartment,FRANCE,Paris,8,no,364,Direct,B-14422
2019,29,condo,FRANCE,Paris,9,no,954,3rd Party,B-14423
2019,30,house,ITALY,Rome,6,yes,247,Direct,B-14424
2020,32,apartment,SPAIN,Barcelona,8,yes,902,3rd Party,B-14425
2020,32,condo,SPAIN,Barcelona,8,yes,886,3rd Party,B-14426
2019,38,apartment,ITALY,Rome,7,yes,191,3rd Party,B-14427
2020,33,apartment,SPAIN,Madrid,5,yes,678,3rd Party,B-14428
2019,30,apartment,ITALY,Rome,6,no,80,3rd Party,B-14429
2019,29,apartment,SPAIN,Barcelona,9,yes,949,Direct,B-14430
2020,32,apartment,SPAIN,Barcelona,6,no,890,3rd Party,B-14431
2019,38,condo,ITALY,Rome,4,no,193,3rd Party,B-14432
2020,33,apartment,FRANCE,Paris,7,no,676,3rd Party,B-14433
2019,29,condo,FRANCE,Paris,9,no,950,3rd Party,B-14434
2020,33,apartment,BELGIUM,Brussels,8,yes,454,Direct,B-14435
2020,33,apartment,SPAIN,Barcelona,6,yes,675,3rd Party,B-14436
2020,33,condo,ITALY,Rome,7,yes,455,3rd Party,B-14437
2020,33,apartment,SPAIN,Barcelona,9,yes,674,3rd Party,B-14438
2020,33,house,FRANCE,Paris,6,yes,456,3rd Party,B-14439
2020,33,house,BELGIUM,Brussels,5,no,458,3rd Party,B-14440
2020,33,apartment,SPAIN,Barcelona,7,yes,124,3rd Party,B-14441
2020,33,apartment,FRANCE,Paris,8,no,673,3rd Party,B-14442
2020,33,house,FRANCE,Paris,9,no,122,3rd Party,B-14443
2020,33,house,SPAIN,Barcelona,8,yes,672,3rd Party,B-14444
2019,29,house,SPAIN,Barcelona,6,yes,953,3rd Party,B-14445
2019,30,condo,BELGIUM,Brussels,6,yes,79,3rd Party,B-14446
2019,30,condo,SPAIN,Madrid,6,no,250,3rd Party,B-14447
2020,32,apartment,SPAIN,Barcelona,4,yes,900,3rd Party,B-14448
2019,30,condo,BELGIUM,Brussels,9,no,365,3rd Party,B-14449
2020,32,house,FRANCE,Paris,7,yes,901,3rd Party,B-14450
2020,33,apartment,SPAIN,Madrid,5,yes,420,3rd Party,B-14451
2019,38,apartment,ITALY,Rome,7,yes,184,3rd Party,B-14452
2020,33,apartment,SPAIN,Barcelona,7,no,738,3rd Party,B-14453
2019,7,condo,BELGIUM,Brussels,8,no,87,3rd Party,B-14454
2020,33,condo,SPAIN,Barcelona,8,yes,376,3rd Party,B-14455
2020,33,condo,SPAIN,Barcelona,6,yes,383,3rd Party,B-14456
2019,30,apartment,SPAIN,Barcelona,8,yes,222,3rd Party,B-14457
2020,32,condo,FRANCE,Nice,4,yes,815,3rd Party,B-14458
2020,33,condo,SPAIN,Madrid,5,no,387,3rd Party,B-14459
2020,32,condo,SPAIN,Barcelona,4,yes,816,3rd Party,B-14460
2020,33,house,ITALY,Rome,7,no,722,3rd Party,B-14461
2019,38,condo,BELGIUM,Brussels,5,no,167,3rd Party,B-14462
2019,39,condo,ITALY,Rome,6,yes,68,3rd Party,B-14463
2019,30,condo,SPAIN,Barcelona,4,no,385,3rd Party,B-14464
2020,33,condo,SPAIN,Barcelona,7,yes,389,3rd Party,B-14465
2019,6,condo,BELGIUM,Brussels,6,yes,811,3rd Party,B-14466
2019,29,apartment,FRANCE,Paris,4,no,928,Direct,B-14467
2020,33,condo,FRANCE,Lyon,9,no,418,3rd Party,B-14468
2020,33,condo,FRANCE,Nice,8,no,176,3rd Party,B-14469
2020,32,apartment,FRANCE,Paris,9,yes,819,Direct,B-14470
2020,33,apartment,SPAIN,Barcelona,8,yes,391,3rd Party,B-14471
2020,33,house,SPAIN,Barcelona,5,yes,719,3rd Party,B-14472
2020,33,apartment,ITALY,Naples,4,yes,716,3rd Party,B-14473
2019,7,house,ITALY,Rome,5,yes,84,3rd Party,B-14474
2020,33,apartment,ITALY,Rome,8,yes,395,Direct,B-14475
2020,33,apartment,SPAIN,Madrid,6,yes,396,Direct,B-14476
2019,30,condo,SPAIN,Barcelona,6,yes,383,3rd Party,B-14477
2019,29,condo,SPAIN,Madrid,8,yes,929,3rd Party,B-14478
2020,33,condo,FRANCE,Lyon,5,yes,173,3rd Party,B-14479
2020,32,condo,SPAIN,Barcelona,4,no,823,3rd Party,B-14480
2020,32,condo,BELGIUM,Brussels,6,yes,811,3rd Party,B-14481
2020,33,house,BELGIUM,Brussels,7,yes,178,3rd Party,B-14482
2019,38,house,ITALY,Rome,5,yes,495,3rd Party,B-14483
2019,30,condo,SPAIN,Madrid,5,no,387,3rd Party,B-14484
2019,30,condo,BELGIUM,Brussels,8,no,214,3rd Party,B-14485
2020,33,condo,SPAIN,Madrid,9,yes,733,3rd Party,B-14486
2019,30,condo,FRANCE,Lyon,4,no,118,3rd Party,B-14487
2020,33,apartment,FRANCE,Paris,8,no,364,Direct,B-14488
2019,29,house,FRANCE,Paris,6,no,919,3rd Party,B-14489
2020,33,apartment,FRANCE,Paris,5,yes,185,Direct,B-14490
2020,33,apartment,ITALY,Rome,7,yes,184,3rd Party,B-14491
2019,30,apartment,SPAIN,Barcelona,8,yes,391,3rd Party,B-14492
2020,33,apartment,SPAIN,Madrid,6,no,730,3rd Party,B-14493
2019,30,condo,SPAIN,Madrid,6,no,117,3rd Party,B-14494
2020,33,condo,BELGIUM,Brussels,9,no,365,3rd Party,B-14495
2020,33,house,SPAIN,Barcelona,4,yes,728,3rd Party,B-14496
2020,32,condo,SPAIN,Madrid,7,no,805,3rd Party,B-14497
2020,33,condo,ITALY,Milan,6,yes,367,3rd Party,B-14498
2020,33,condo,ITALY,Naples,8,yes,727,3rd Party,B-14499
2019,30,condo,SPAIN,Barcelona,7,no,215,3rd Party,B-14500
2020,33,house,ITALY,Rome,7,yes,180,Direct,B-14501
2019,29,house,ITALY,Rome,7,yes,923,3rd Party,B-14502
2019,7,house,BELGIUM,Brussels,9,yes,97,3rd Party,B-14503
2019,30,condo,SPAIN,Barcelona,7,yes,389,3rd Party,B-14504
2019,38,apartment,BELGIUM,Brussels,5,yes,157,3rd Party,B-14505
2019,30,house,BELGIUM,Brussels,9,yes,216,3rd Party,B-14506
2020,33,apartment,SPAIN,Barcelona,9,yes,179,3rd Party,B-14507
2020,32,apartment,BELGIUM,Brussels,9,no,809,3rd Party,B-14508
2020,32,house,SPAIN,Barcelona,8,yes,810,3rd Party,B-14509
2020,33,house,FRANCE,Paris,8,no,715,3rd Party,B-14510
2019,30,condo,SPAIN,Madrid,8,yes,382,3rd Party,B-14511
2020,33,condo,SPAIN,Barcelona,7,yes,713,3rd Party,B-14512
2019,30,house,BELGIUM,Brussels,6,yes,102,3rd Party,B-14513
2019,30,apartment,ITALY,Milan,5,yes,381,3rd Party,B-14514
2019,38,house,BELGIUM,Brussels,7,yes,178,3rd Party,B-14515
2019,30,condo,FRANCE,Lyon,8,no,377,3rd Party,B-14516
2019,29,house,BELGIUM,Brussels,5,yes,938,Direct,B-14517
2019,29,house,BELGIUM,Brussels,6,yes,939,Direct,B-14518
2019,30,house,SPAIN,Madrid,9,yes,99,3rd Party,B-14519
2020,33,apartment,ITALY,Rome,6,yes,708,3rd Party,B-14520
2019,30,house,BELGIUM,Brussels,9,yes,97,3rd Party,B-14521
2020,33,house,BELGIUM,Brussels,5,yes,408,3rd Party,B-14522
2020,32,apartment,BELGIUM,Brussels,5,yes,849,Direct,B-14523
2019,6,apartment,BELGIUM,Brussels,9,yes,409,3rd Party,B-14524
2020,32,house,ITALY,Rome,6,no,852,3rd Party,B-14525
2020,33,apartment,SPAIN,Madrid,6,yes,706,Direct,B-14526
2020,33,apartment,BELGIUM,Brussels,5,yes,157,3rd Party,B-14527
2020,32,condo,SPAIN,Madrid,9,no,853,3rd Party,B-14528
2020,33,apartment,BELGIUM,Brussels,9,yes,409,Direct,B-14529
2019,38,condo,BELGIUM,Brussels,6,no,766,3rd Party,B-14530
2020,32,apartment,ITALY,Rome,9,yes,855,3rd Party,B-14531
2020,33,house,SPAIN,Madrid,5,yes,410,3rd Party,B-14532
2020,32,house,SPAIN,Barcelona,7,yes,858,3rd Party,B-14533
2019,30,house,SPAIN,Madrid,8,yes,227,3rd Party,B-14534
2020,33,apartment,FRANCE,Paris,9,yes,413,3rd Party,B-14535
2019,38,apartment,ITALY,Rome,8,yes,395,3rd Party,B-14536
2020,33,house,FRANCE,Paris,6,no,415,3rd Party,B-14537
2019,29,house,FRANCE,Paris,5,no,941,3rd Party,B-14538
2020,33,house,SPAIN,Barcelona,7,yes,162,3rd Party,B-14539
2019,7,condo,ITALY,Rome,6,yes,68,3rd Party,B-14540
2020,33,condo,BELGIUM,Brussels,7,yes,399,3rd Party,B-14541
2019,29,condo,SPAIN,Barcelona,4,yes,937,3rd Party,B-14542
2019,30,apartment,ITALY,Rome,9,no,226,3rd Party,B-14543
2020,33,apartment,SPAIN,Barcelona,5,no,400,3rd Party,B-14544
2020,33,condo,SPAIN,Madrid,4,yes,170,3rd Party,B-14545
2019,29,apartment,ITALY,Rome,6,yes,932,Direct,B-14546
2020,33,condo,BELGIUM,Brussels,5,no,167,3rd Party,B-14547
2020,32,house,FRANCE,Paris,6,yes,826,Direct,B-14548
2020,33,condo,BELGIUM,Brussels,4,no,402,3rd Party,B-14549
2019,6,condo,BELGIUM,Brussels,7,yes,399,3rd Party,B-14550
2020,33,condo,BELGIUM,Brussels,6,no,403,3rd Party,B-14551
2020,33,apartment,SPAIN,Barcelona,8,no,712,3rd Party,B-14552
2019,30,condo,SPAIN,Barcelona,7,yes,106,3rd Party,B-14553
2020,32,apartment,BELGIUM,Brussels,7,yes,830,Direct,B-14554
2019,29,apartment,ITALY,Rome,9,yes,934,Direct,B-14555
2020,33,apartment,SPAIN,Barcelona,8,yes,404,3rd Party,B-14556
2019,29,house,ITALY,Rome,5,no,935,Direct,B-14557
2020,33,house,ITALY,Rome,7,no,711,Direct,B-14558
2019,29,apartment,ITALY,Milan,8,yes,936,3rd Party,B-14559
2019,38,apartment,ITALY,Rome,6,yes,758,3rd Party,B-14560
2020,32,apartment,ITALY,Naples,4,yes,835,3rd Party,B-14561
2020,32,apartment,SPAIN,Barcelona,7,yes,836,Direct,B-14562
2020,33,house,FRANCE,Paris,8,no,165,3rd Party,B-14563
2020,32,condo,FRANCE,Nice,4,yes,838,3rd Party,B-14564
2020,32,condo,FRANCE,Paris,5,yes,844,3rd Party,B-14565
2020,33,house,SPAIN,Barcelona,4,yes,407,3rd Party,B-14566
2019,6,condo,BELGIUM,Brussels,6,no,403,3rd Party,B-14567
2020,33,condo,FRANCE,Paris,7,no,649,3rd Party,B-14568
2019,38,condo,BELGIUM,Brussels,8,no,464,3rd Party,B-14569
2020,33,condo,ITALY,Naples,8,yes,116,3rd Party,B-14570
2020,33,condo,ITALY,Rome,6,yes,68,3rd Party,B-14571
2020,33,apartment,FRANCE,Paris,5,yes,587,Direct,B-14572
2019,30,condo,ITALY,Naples,6,yes,0,3rd Party,B-14573
2020,33,apartment,BELGIUM,Brussels,7,yes,522,Direct,B-14574
2020,33,apartment,FRANCE,Paris,6,yes,523,3rd Party,B-14575
2019,30,apartment,SPAIN,Madrid,9,yes,317,3rd Party,B-14576
2020,33,apartment,BELGIUM,Brussels,7,yes,586,3rd Party,B-14577
2019,30,house,ITALY,Rome,7,no,293,Direct,B-14578
2020,33,apartment,BELGIUM,Brussels,6,yes,7,Direct,B-14579
2020,33,condo,FRANCE,Lyon,4,no,525,3rd Party,B-14580
2020,33,apartment,ITALY,Naples,6,yes,8,3rd Party,B-14581
2019,30,apartment,SPAIN,Madrid,8,no,34,3rd Party,B-14582
2020,33,apartment,FRANCE,Paris,8,no,9,3rd Party,B-14583
2019,30,apartment,BELGIUM,Brussels,6,yes,294,3rd Party,B-14584
2019,29,apartment,SPAIN,Madrid,4,yes,966,Direct,B-14585
2019,6,condo,ITALY,Rome,9,yes,905,3rd Party,B-14586
2019,30,condo,ITALY,Naples,6,yes,1,3rd Party,B-14587
2019,30,house,FRANCE,Paris,5,yes,295,Direct,B-14588
2020,33,apartment,SPAIN,Madrid,9,no,11,3rd Party,B-14589
2020,33,apartment,FRANCE,Paris,5,no,530,Direct,B-14590
2019,30,apartment,SPAIN,Barcelona,6,yes,296,3rd Party,B-14591
2020,33,condo,SPAIN,Madrid,8,no,532,3rd Party,B-14592
2019,38,apartment,BELGIUM,Brussels,8,no,406,3rd Party,B-14593
2020,33,apartment,ITALY,Rome,4,yes,585,Direct,B-14594
2020,33,apartment,SPAIN,Madrid,7,no,536,3rd Party,B-14595
2019,30,condo,SPAIN,Barcelona,4,yes,31,3rd Party,B-14596
2019,30,condo,ITALY,Rome,6,yes,4,3rd Party,B-14597
2019,38,apartment,BELGIUM,Brussels,4,no,337,3rd Party,B-14598
2019,30,house,ITALY,Rome,7,yes,292,3rd Party,B-14599
2020,33,condo,ITALY,Rome,6,yes,4,3rd Party,B-14600
2020,33,house,SPAIN,Madrid,9,yes,521,3rd Party,B-14601
2020,33,condo,SPAIN,Barcelona,4,no,512,3rd Party,B-14602
2019,38,condo,BELGIUM,Brussels,9,yes,854,3rd Party,B-14603
2020,33,house,FRANCE,Paris,7,yes,602,3rd Party,B-14604
2019,38,house,BELGIUM,Brussels,6,yes,939,3rd Party,B-14605
2020,33,apartment,SPAIN,Madrid,9,yes,514,Direct,B-14606
2019,38,apartment,ITALY,Rome,9,yes,855,3rd Party,B-14607
2019,6,condo,ITALY,Rome,7,yes,549,3rd Party,B-14608
2020,33,apartment,ITALY,Naples,7,yes,515,3rd Party,B-14609
2020,33,apartment,SPAIN,Barcelona,5,no,516,3rd Party,B-14610
2019,38,house,BELGIUM,Brussels,5,yes,408,3rd Party,B-14611
2020,32,house,BELGIUM,Brussels,6,yes,989,3rd Party,B-14612
2019,38,house,BELGIUM,Brussels,5,yes,938,3rd Party,B-14613
2020,33,apartment,ITALY,Rome,6,no,80,3rd Party,B-14614
2019,30,apartment,ITALY,Naples,5,yes,38,3rd Party,B-14615
2019,29,apartment,ITALY,Rome,9,no,998,Direct,B-14616
2019,30,condo,FRANCE,Lyon,8,no,321,3rd Party,B-14617
2020,33,apartment,BELGIUM,Brussels,6,no,519,3rd Party,B-14618
2020,33,condo,SPAIN,Madrid,5,no,76,3rd Party,B-14619
2020,33,apartment,BELGIUM,Brussels,7,no,594,3rd Party,B-14620
2020,32,apartment,ITALY,Rome,9,no,998,3rd Party,B-14621
2020,33,condo,SPAIN,Barcelona,8,no,590,3rd Party,B-14622
2020,33,condo,ITALY,Naples,6,yes,0,3rd Party,B-14623
2019,30,house,FRANCE,Paris,6,yes,290,3rd Party,B-14624
2020,33,condo,ITALY,Naples,6,yes,1,3rd Party,B-14625
2020,33,apartment,ITALY,Rome,5,yes,74,3rd Party,B-14626
2019,30,apartment,SPAIN,Barcelona,7,yes,316,Direct,B-14627
2019,38,condo,ITALY,Rome,5,yes,343,3rd Party,B-14628
2020,33,apartment,SPAIN,Madrid,8,yes,15,3rd Party,B-14629
2019,30,house,FRANCE,Paris,5,no,301,3rd Party,B-14630
2020,33,apartment,SPAIN,Madrid,6,no,565,3rd Party,B-14631
2019,38,condo,ITALY,Rome,9,yes,910,3rd Party,B-14632
2020,33,condo,SPAIN,Barcelona,4,no,563,3rd Party,B-14633
2020,33,condo,FRANCE,Lyon,6,yes,50,3rd Party,B-14634
2020,33,condo,SPAIN,Barcelona,9,no,562,3rd Party,B-14635
2020,33,apartment,BELGIUM,Brussels,8,yes,45,Direct,B-14636
2019,38,condo,BELGIUM,Brussels,4,no,402,3rd Party,B-14637
2019,6,apartment,BELGIUM,Brussels,6,no,519,3rd Party,B-14638
2019,38,condo,BELGIUM,Brussels,7,yes,399,3rd Party,B-14639
2020,33,condo,SPAIN,Madrid,5,no,560,3rd Party,B-14640
2020,33,house,ITALY,Rome,4,no,550,3rd Party,B-14641
2019,38,apartment,ITALY,Rome,6,yes,932,3rd Party,B-14642
2019,6,house,ITALY,Rome,7,yes,923,3rd Party,B-14643
2020,33,apartment,SPAIN,Barcelona,4,yes,44,Direct,B-14644
2020,33,apartment,SPAIN,Barcelona,4,yes,41,3rd Party,B-14645
2019,6,apartment,BELGIUM,Brussels,4,no,933,3rd Party,B-14646
2020,33,apartment,ITALY,Naples,5,yes,38,3rd Party,B-14647
2020,33,condo,FRANCE,Nice,4,yes,559,3rd Party,B-14648
2019,30,house,SPAIN,Madrid,5,yes,19,3rd Party,B-14649
2019,30,apartment,SPAIN,Barcelona,9,yes,310,3rd Party,B-14650
2019,30,apartment,SPAIN,Madrid,8,yes,15,Direct,B-14651
2019,30,apartment,SPAIN,Madrid,5,yes,309,Direct,B-14652
2020,33,apartment,ITALY,Rome,9,no,25,Direct,B-14653
2019,30,apartment,FRANCE,Paris,6,yes,17,3rd Party,B-14654
2020,33,condo,ITALY,Naples,8,yes,551,3rd Party,B-14655
2019,38,apartment,BELGIUM,Brussels,4,no,909,3rd Party,B-14656
2020,33,house,SPAIN,Madrid,6,yes,567,3rd Party,B-14657
2020,33,condo,ITALY,Milan,7,yes,65,3rd Party,B-14658
2019,6,apartment,BELGIUM,Brussels,7,yes,522,3rd Party,B-14659
2019,6,apartment,BELGIUM,Brussels,4,no,909,3rd Party,B-14660
2020,33,condo,SPAIN,Barcelona,9,no,577,3rd Party,B-14661
2020,33,condo,SPAIN,Barcelona,7,yes,538,3rd Party,B-14662
2019,30,apartment,BELGIUM,Brussels,6,yes,7,3rd Party,B-14663
2020,33,condo,FRANCE,Paris,6,yes,541,3rd Party,B-14664
2020,33,apartment,FRANCE,Paris,6,yes,17,Direct,B-14665
2020,33,house,SPAIN,Barcelona,7,yes,576,3rd Party,B-14666
2020,33,condo,ITALY,Naples,4,yes,542,3rd Party,B-14667
2019,30,apartment,ITALY,Naples,6,yes,8,3rd Party,B-14668
2019,38,apartment,BELGIUM,Brussels,7,no,892,3rd Party,B-14669
2019,38,condo,ITALY,Rome,9,yes,905,3rd Party,B-14670
2019,6,house,BELGIUM,Brussels,6,yes,939,3rd Party,B-14671
2020,33,house,ITALY,Rome,5,no,543,3rd Party,B-14672
2020,33,apartment,SPAIN,Madrid,7,yes,60,Direct,B-14673
2020,33,condo,SPAIN,Barcelona,8,no,59,3rd Party,B-14674
2019,30,house,BELGIUM,Brussels,9,no,314,3rd Party,B-14675
2020,33,apartment,SPAIN,Madrid,8,yes,58,3rd Party,B-14676
2020,33,condo,ITALY,Rome,5,no,57,3rd Party,B-14677
2019,30,condo,SPAIN,Madrid,7,no,300,3rd Party,B-14678
2019,30,apartment,FRANCE,Paris,8,no,9,3rd Party,B-14679
2019,30,apartment,ITALY,Rome,9,no,25,3rd Party,B-14680
2019,38,apartment,ITALY,Rome,9,yes,934,3rd Party,B-14681
2020,33,apartment,ITALY,Rome,5,yes,569,3rd Party,B-14682
2020,33,condo,SPAIN,Barcelona,7,no,54,3rd Party,B-14683
2020,33,apartment,BELGIUM,Brussels,4,no,53,3rd Party,B-14684
2020,33,apartment,SPAIN,Madrid,6,no,508,3rd Party,B-14685
2019,30,apartment,SPAIN,Barcelona,4,yes,41,3rd Party,B-14686
2019,30,condo,ITALY,Rome,4,yes,285,3rd Party,B-14687
2020,32,apartment,ITALY,Rome,6,yes,932,3rd Party,B-14688
2020,32,apartment,BELGIUM,Brussels,4,no,933,3rd Party,B-14689
2019,38,condo,BELGIUM,Brussels,6,yes,811,3rd Party,B-14690
2020,32,apartment,ITALY,Rome,9,yes,934,Direct,B-14691
2020,32,house,ITALY,Rome,5,no,935,Direct,B-14692
2020,32,apartment,ITALY,Milan,8,yes,936,3rd Party,B-14693
2019,38,house,BELGIUM,Brussels,9,yes,216,3rd Party,B-14694
2020,32,house,BELGIUM,Brussels,5,yes,938,3rd Party,B-14695
2020,33,house,FRANCE,Paris,7,yes,635,3rd Party,B-14696
2020,32,house,BELGIUM,Brussels,6,yes,939,3rd Party,B-14697
2019,30,apartment,SPAIN,Madrid,7,yes,60,Direct,B-14698
2020,33,condo,SPAIN,Barcelona,7,yes,106,3rd Party,B-14699
2020,32,house,FRANCE,Paris,5,no,941,3rd Party,B-14700
2019,30,condo,ITALY,Naples,7,yes,261,3rd Party,B-14701
2019,38,apartment,BELGIUM,Brussels,7,yes,230,3rd Party,B-14702
2019,38,apartment,BELGIUM,Brussels,8,yes,454,3rd Party,B-14703
2019,30,condo,SPAIN,Barcelona,8,no,59,3rd Party,B-14704
2019,30,apartment,SPAIN,Madrid,8,yes,58,Direct,B-14705
2020,33,house,ITALY,Rome,4,no,486,Direct,B-14706
2019,38,condo,BELGIUM,Brussels,7,no,813,3rd Party,B-14707
2020,32,house,BELGIUM,Brussels,6,no,945,3rd Party,B-14708
2020,32,apartment,SPAIN,Barcelona,8,no,947,3rd Party,B-14709
2020,32,apartment,SPAIN,Barcelona,9,yes,949,3rd Party,B-14710
2020,33,apartment,SPAIN,Madrid,7,no,103,3rd Party,B-14711
2020,32,house,SPAIN,Barcelona,6,yes,953,3rd Party,B-14712
2019,6,condo,BELGIUM,Brussels,9,yes,465,3rd Party,B-14713
2019,30,apartment,ITALY,Milan,8,yes,64,3rd Party,B-14714
2019,30,apartment,FRANCE,Paris,9,no,260,3rd Party,B-14715
2020,33,house,BELGIUM,Brussels,6,yes,102,3rd Party,B-14716
2020,33,apartment,BELGIUM,Brussels,5,yes,480,Direct,B-14717
2019,30,condo,SPAIN,Madrid,5,no,76,3rd Party,B-14718
2019,6,condo,BELGIUM,Brussels,9,yes,859,3rd Party,B-14719
2019,29,apartment,BELGIUM,Brussels,5,no,968,3rd Party,B-14720
2020,32,apartment,FRANCE,Paris,5,no,918,3rd Party,B-14721
2019,38,condo,BELGIUM,Brussels,8,no,200,3rd Party,B-14722
2020,33,apartment,SPAIN,Barcelona,9,yes,474,Direct,B-14723
2020,33,condo,SPAIN,Barcelona,7,no,113,3rd Party,B-14724
2019,30,apartment,SPAIN,Barcelona,9,yes,354,3rd Party,B-14725
2019,38,condo,ITALY,Rome,4,yes,203,3rd Party,B-14726
2020,33,house,FRANCE,Paris,8,yes,475,3rd Party,B-14727
2020,32,house,ITALY,Rome,7,yes,923,3rd Party,B-14728
2020,32,condo,FRANCE,Nice,7,yes,924,3rd Party,B-14729
2019,6,condo,ITALY,Rome,7,yes,455,3rd Party,B-14730
2020,33,condo,SPAIN,Barcelona,4,yes,643,3rd Party,B-14731
2020,32,apartment,SPAIN,Barcelona,4,no,926,3rd Party,B-14732
2020,32,apartment,FRANCE,Paris,4,no,928,Direct,B-14733
2019,30,apartment,ITALY,Rome,5,yes,74,Direct,B-14734
2020,32,condo,SPAIN,Madrid,8,yes,929,3rd Party,B-14735
2019,6,apartment,ITALY,Rome,4,yes,585,3rd Party,B-14736
2019,29,condo,FRANCE,Lyon,8,no,969,3rd Party,B-14737
2020,33,condo,ITALY,Naples,8,yes,479,3rd Party,B-14738
2019,39,condo,ITALY,Rome,6,yes,4,3rd Party,B-14739
2019,30,condo,SPAIN,Madrid,4,no,71,3rd Party,B-14740
2019,29,condo,BELGIUM,Brussels,6,yes,972,3rd Party,B-14741
2019,6,condo,ITALY,Rome,5,yes,865,3rd Party,B-14742
2019,30,apartment,BELGIUM,Brussels,7,yes,344,Direct,B-14743
2020,32,condo,SPAIN,Madrid,4,no,955,3rd Party,B-14744
2020,33,house,ITALY,Rome,5,yes,84,3rd Party,B-14745
2020,32,condo,FRANCE,Lyon,8,no,969,3rd Party,B-14746
2019,38,condo,BELGIUM,Brussels,6,yes,972,3rd Party,B-14747
2019,30,condo,FRANCE,Paris,9,no,335,3rd Party,B-14748
2020,33,condo,FRANCE,Lyon,5,no,611,3rd Party,B-14749
2020,33,apartment,SPAIN,Madrid,7,yes,498,Direct,B-14750
2020,33,apartment,SPAIN,Madrid,4,no,89,3rd Party,B-14751
2020,33,condo,SPAIN,Madrid,5,no,499,3rd Party,B-14752
2020,32,condo,SPAIN,Madrid,9,yes,976,3rd Party,B-14753
2020,33,apartment,FRANCE,Paris,4,no,500,Direct,B-14754
2019,30,apartment,BELGIUM,Brussels,8,yes,45,Direct,B-14755
2019,29,house,BELGIUM,Brussels,6,yes,989,Direct,B-14756
2020,33,condo,BELGIUM,Brussels,8,no,87,3rd Party,B-14757
2019,38,condo,BELGIUM,Brussels,9,yes,433,3rd Party,B-14758
2020,33,house,FRANCE,Paris,5,yes,608,Direct,B-14759
2020,32,apartment,ITALY,Rome,6,no,978,Direct,B-14760
2020,32,condo,ITALY,Rome,9,no,979,3rd Party,B-14761
2019,30,apartment,SPAIN,Madrid,6,no,279,3rd Party,B-14762
2020,32,condo,BELGIUM,Brussels,6,no,981,3rd Party,B-14763
2019,6,apartment,BELGIUM,Brussels,5,no,968,3rd Party,B-14764
2019,30,apartment,SPAIN,Barcelona,4,yes,44,3rd Party,B-14765
2019,30,apartment,FRANCE,Paris,9,yes,331,3rd Party,B-14766
2020,32,condo,FRANCE,Lyon,7,no,982,3rd Party,B-14767
2020,33,apartment,SPAIN,Madrid,8,yes,504,Direct,B-14768
2020,33,house,FRANCE,Paris,7,yes,85,Direct,B-14769
2019,30,apartment,SPAIN,Barcelona,5,yes,325,Direct,B-14770
2019,6,condo,ITALY,Rome,9,no,556,3rd Party,B-14771
